timestamp,containerID,damaged(T),shock_raw,vibration_raw,temperature_raw,humidity_raw,shock_g,vibration_hz,temperature_c,humidity_pct,route,vessel_type,stack_position,transit_days,final_port,wave_m,wind_kph,storm,damage_pct,claims,type,risk_score,port_risk_score,shock_risk,temp_risk,humidity_risk,damaged_risk
2015-02-03 00:00:00,S1F0EGMT,0,134588816,0,0,10,1.34588816,0.0,0.0,100,Paradip-Visakhapatnam-Chennai,ULCV,Top,11.897364858039786,Chennai,1.5,15,Green,8,23,Auto,36.4588816,8.0,13.458881599999998,0.0,15.0,0
2015-02-04 00:00:00,S1F0EGMT,0,42866576,0,0,10,0.42866576,0.0,0.0,100,Nhava Sheva-Jebel Ali-Dubai,Panamax,Top,7.122924507385131,Dubai,1.8,18,Green,0,0,Unknown,26.2866576,7.0,4.2866576,0.0,15.0,0
2015-02-05 00:00:00,S1F0EGMT,0,34312552,0,0,10,0.34312552,0.0,0.0,100,Nhava Sheva-Singapore-Shanghai,Feeder,Top,10.412325323997129,Shanghai,2.5,22,Yellow,2,15,Electronics,21.4312552,3.0,3.4312552000000003,0.0,15.0,0
2015-02-06 00:00:00,S1F0EGMT,0,39369160,0,0,10,0.3936916,0.0,0.0,100,Vizag-Chennai-Nhava Sheva,ULCV,Bottom,10.289988508191469,Nhava Sheva,3.5,30,Orange,7,31,Pharma,25.936916,7.0,3.936916,0.0,15.0,0
2015-02-07 00:00:00,S1F0EGMT,0,66324680,0,0,10,0.6632468,0.0,0.0,100,Mumbai-Kochi-Colombo,ULCV,Top,13.41709782638736,Colombo,1.5,15,Green,12,35,Textiles,33.632468,12.0,6.632468,0.0,15.0,0
2015-02-08 00:00:00,S1F0EGMT,0,81787968,0,0,10,0.81787968,0.0,0.0,100,New Mangalore-Mumbai-Nhava Sheva,Panamax,Bottom,10.35895885558157,Nhava Sheva,1.5,15,Green,7,31,Pharma,30.1787968,7.0,8.1787968,0.0,15.0,0
2015-02-09 00:00:00,S1F0EGMT,0,201347768,0,0,10,2.01347768,0.0,0.0,100,Vizag-Chennai-Nhava Sheva,Panamax,Middle,11.480703368223256,Nhava Sheva,3.5,30,Orange,7,31,Pharma,42.1347768,7.0,20.1347768,0.0,15.0,0
2015-02-10 00:00:00,S1F0EGMT,0,48801144,0,0,10,0.48801144,0.0,0.0,100,Mundra-Kandla-Singapore,Post-Panamax,Middle,6.693922488426795,Singapore,1.5,15,Green,4,18,Transshipment,23.8801144,4.0,4.8801144,0.0,15.0,0
2015-02-11 00:00:00,S1F0EGMT,0,50385752,0,0,10,0.50385752,0.0,0.0,100,Kandla-Mundra-Pipavav,Post-Panamax,Bottom,9.491866706403297,Pipavav,1.5,15,Green,0,0,Unknown,27.0385752,7.0,5.0385752,0.0,15.0,0
2015-02-12 00:00:00,S1F0EGMT,0,72070600,0,0,10,0.720706,0.0,0.0,100,Cochin-Kochi-Colombo,ULCV,Middle,10.521334695452552,Colombo,1.5,15,Green,12,35,Textiles,34.20706,12.0,7.207059999999999,0.0,15.0,0
2015-02-13 00:00:00,S1F0EGMT,0,78840784,0,0,10,0.78840784,0.0,0.0,100,Mundra-Kolkata-Port Klang,Feeder,Middle,10.67411305541325,Port Klang,2.8,25,Yellow,9,28,Palm Oil,31.8840784,9.0,7.8840784,0.0,15.0,0
2015-02-14 00:00:00,S1F0EGMT,0,62373984,0,0,10,0.62373984,0.0,0.0,100,Paradip-Visakhapatnam-Chennai,Panamax,Middle,12.057907318405888,Chennai,1.5,15,Green,8,23,Auto,29.2373984,8.0,6.2373984,0.0,15.0,0
2015-02-15 00:00:00,S1F0EGMT,0,90899584,0,0,10,0.90899584,0.0,0.0,100,Nhava Sheva-Abu Dhabi-Jebel Ali,ULCV,Middle,16.086881026892616,Jebel Ali,1.5,15,Green,6,19,Re-export,30.0899584,6.0,9.0899584,0.0,15.0,0
2015-02-16 00:00:00,S1F0EGMT,0,95998056,0,0,10,0.95998056,0.0,0.0,100,Mundra-Kolkata-Port Klang,Feeder,Middle,12.153036686130756,Port Klang,2.8,25,Yellow,9,28,Palm Oil,33.5998056,9.0,9.5998056,0.0,15.0,0
2015-02-17 00:00:00,S1F0EGMT,0,8394608,0,0,10,0.08394608,0.0,0.0,100,Mundra-Kolkata-Port Klang,Post-Panamax,Bottom,11.858472288791358,Port Klang,2.8,25,Yellow,9,28,Palm Oil,24.8394608,9.0,0.8394608000000001,0.0,15.0,0
2015-02-18 00:00:00,S1F0EGMT,0,42657464,0,0,10,0.42657464,0.0,0.0,100,Deendayal-Kandla-Mundra,ULCV,Middle,21.01620564301352,Mundra,1.5,15,Green,11,27,Petrochem,30.2657464,11.0,4.2657464,0.0,15.0,0
2015-02-19 00:00:00,S1F0EGMT,0,113390456,0,0,10,1.13390456,0.0,0.0,100,Kandla-Mundra-Pipavav,ULCV,Bottom,14.155072535470156,Pipavav,1.5,15,Green,0,0,Unknown,33.3390456,7.0,11.3390456,0.0,15.0,0
2015-02-20 00:00:00,S1F0EGMT,0,132019472,0,0,10,1.32019472,0.0,0.0,100,Mundra-Kolkata-Port Klang,Feeder,Top,6.792442883998125,Port Klang,2.8,25,Yellow,9,28,Palm Oil,37.2019472,9.0,13.2019472,0.0,15.0,0
2015-02-21 00:00:00,S1F0EGMT,0,187100208,0,0,10,1.87100208,0.0,0.0,100,New Mangalore-Mumbai-Nhava Sheva,Feeder,Bottom,5.241209821712695,Nhava Sheva,1.5,15,Green,7,31,Pharma,40.7100208,7.0,18.7100208,0.0,15.0,0
2015-02-22 00:00:00,S1F0EGMT,0,23640016,0,0,10,0.23640016,0.0,0.0,100,Cochin-Kochi-Colombo,Panamax,Middle,14.820472270629294,Colombo,1.5,15,Green,12,35,Textiles,29.3640016,12.0,2.3640016,0.0,15.0,0
2015-02-23 00:00:00,S1F0EGMT,0,48729864,0,0,10,0.48729864,0.0,0.0,100,Deendayal-Kandla-Mundra,Post-Panamax,Bottom,9.352731852767286,Mundra,1.5,15,Green,11,27,Petrochem,30.8729864,11.0,4.8729864,0.0,15.0,0
2015-02-24 00:00:00,S1F0EGMT,0,55628520,0,0,10,0.5562852,0.0,0.0,100,Jawaharlal Nehru-Nhava Sheva-Mumbai,Feeder,Bottom,15.135668413444357,Mumbai,1.5,15,Green,0,0,Unknown,26.562852,6.0,5.562852,0.0,15.0,0
2015-02-25 00:00:00,S1F0EGMT,0,30197344,0,0,10,0.30197344,0.0,0.0,100,Paradip-Visakhapatnam-Chennai,Panamax,Top,15.27879034762666,Chennai,1.5,15,Green,8,23,Auto,26.0197344,8.0,3.0197344,0.0,15.0,0
2015-02-26 00:00:00,S1F0EGMT,0,194935264,0,0,10,1.94935264,0.0,0.0,100,Deendayal-Kandla-Mundra,ULCV,Bottom,10.553901017314802,Mundra,1.5,15,Green,11,27,Petrochem,45.4935264,11.0,19.4935264,0.0,15.0,0
2015-02-27 00:00:00,S1F0EGMT,0,206573568,0,0,10,2.06573568,0.0,0.0,100,Pipavav-Chennai-Vizag,Feeder,Middle,7.863869708849508,Vizag,1.5,15,Green,18,45,Steel,53.6573568,18.0,20.6573568,0.0,15.0,0
2015-02-28 00:00:00,S1F0EGMT,0,32717352,0,0,10,0.32717352,0.0,0.0,100,Nhava Sheva-Abu Dhabi-Jebel Ali,Post-Panamax,Top,11.71773502348312,Jebel Ali,1.5,15,Green,6,19,Re-export,24.2717352,6.0,3.2717352,0.0,15.0,0
2015-03-01 00:00:00,S1F0EGMT,0,185244800,0,0,10,1.852448,0.0,0.0,100,Mundra-Kandla-Singapore,Panamax,Bottom,14.028104761251305,Singapore,1.5,15,Green,4,18,Transshipment,37.52448,4.0,18.52448,0.0,15.0,0
2015-03-02 00:00:00,S1F0EGMT,0,153424696,0,0,10,1.53424696,0.0,0.0,100,Kolkata-Haldia-Chennai,ULCV,Top,12.6235853490926,Chennai,1.5,15,Green,8,23,Auto,38.3424696,8.0,15.3424696,0.0,15.0,0
2015-03-03 00:00:00,S1F0EGMT,0,128591184,0,0,10,1.28591184,0.0,0.0,100,Mumbai-Kochi-Colombo,Post-Panamax,Middle,9.00341794484487,Colombo,1.5,15,Green,12,35,Textiles,39.8591184,12.0,12.8591184,0.0,15.0,0
2015-03-04 00:00:00,S1F0EGMT,0,165079880,0,0,10,1.6507988,0.0,0.0,100,Deendayal-Kandla-Mundra,Feeder,Middle,9.352953297137088,Mundra,1.5,15,Green,11,27,Petrochem,42.507988,11.0,16.507988,0.0,15.0,0
2015-03-05 00:00:00,S1F0EGMT,0,166235776,0,0,10,1.66235776,0.0,0.0,100,Nhava Sheva-Jebel Ali-Dubai,ULCV,Top,14.192252536867326,Dubai,1.8,18,Green,0,0,Unknown,38.6235776,7.0,16.623577599999997,0.0,15.0,0
2015-03-06 00:00:00,S1F0EGMT,0,185371640,0,0,10,1.8537164,0.0,0.0,100,Nhava Sheva-Abu Dhabi-Jebel Ali,ULCV,Bottom,14.622972161887027,Jebel Ali,1.5,15,Green,6,19,Re-export,39.537164,6.0,18.537164,0.0,15.0,0
2015-03-07 00:00:00,S1F0EGMT,0,218077392,0,0,10,2.18077392,0.0,0.0,100,Mumbai-Goa-Kochi,Feeder,Bottom,11.97165012630012,Kochi,1.5,15,Green,10,24,Spices,46.8077392,10.0,21.8077392,0.0,15.0,0
2015-03-08 00:00:00,S1F0EGMT,0,55654872,0,0,10,0.55654872,0.0,0.0,100,Mundra-Kandla-Singapore,Post-Panamax,Middle,16.78838507494089,Singapore,1.5,15,Green,4,18,Transshipment,24.5654872,4.0,5.5654872,0.0,15.0,0
2015-03-09 00:00:00,S1F0EGMT,0,73078688,0,0,10,0.73078688,0.0,0.0,100,Mumbai-Goa-Kochi,ULCV,Middle,7.89230476118787,Kochi,1.5,15,Green,10,24,Spices,32.3078688,10.0,7.3078688,0.0,15.0,0
2015-03-10 00:00:00,S1F0EGMT,0,32391592,0,0,10,0.32391592,0.0,0.0,100,Vizag-Chennai-Nhava Sheva,Panamax,Middle,5.122310316838874,Nhava Sheva,3.5,30,Orange,7,31,Pharma,25.2391592,7.0,3.2391592000000005,0.0,15.0,0
2015-03-11 00:00:00,S1F0EGMT,0,69857432,0,0,10,0.69857432,0.0,0.0,100,Mumbai-Goa-Kochi,ULCV,Middle,17.25013594841836,Kochi,1.5,15,Green,10,24,Spices,31.9857432,10.0,6.9857432,0.0,15.0,0
2015-03-12 00:00:00,S1F0EGMT,0,166617704,0,0,10,1.66617704,0.0,0.0,100,Tuticorin-Chennai-Ennore,Panamax,Middle,13.37128872183619,Ennore,1.5,15,Green,0,0,Unknown,38.6617704,7.0,16.6617704,0.0,15.0,0
2015-03-13 00:00:00,S1F0EGMT,0,144117616,0,0,10,1.44117616,0.0,0.0,100,Mumbai-Kochi-Colombo,ULCV,Middle,15.424571516637428,Colombo,1.5,15,Green,12,35,Textiles,41.4117616,12.0,14.411761599999998,0.0,15.0,0
2015-03-14 00:00:00,S1F0EGMT,0,120210736,0,0,10,1.20210736,0.0,0.0,100,Mumbai-Chennai-Vizag-Colombo,ULCV,Bottom,7.805206416078983,Colombo,3.2,28,Orange,12,35,Textiles,39.0210736,12.0,12.0210736,0.0,15.0,0
2015-03-15 00:00:00,S1F0EGMT,0,150919656,0,0,10,1.50919656,0.0,0.0,100,Kolkata-Haldia-Chennai,Feeder,Bottom,11.645488459093157,Chennai,1.5,15,Green,8,23,Auto,38.0919656,8.0,15.091965599999998,0.0,15.0,0
2015-03-16 00:00:00,S1F0EGMT,0,98962632,0,0,10,0.98962632,0.0,0.0,100,Haldia-Kolkata-Paradip,Post-Panamax,Middle,16.756861296761592,Paradip,1.5,15,Green,13,29,Coal,37.8962632,13.0,9.8962632,0.0,15.0,0
2015-03-17 00:00:00,S1F0EGMT,0,94175808,0,0,10,0.94175808,0.0,0.0,100,Nhava Sheva-Abu Dhabi-Jebel Ali,Post-Panamax,Top,13.2848843912278,Jebel Ali,1.5,15,Green,6,19,Re-export,30.4175808,6.0,9.4175808,0.0,15.0,0
2015-03-18 00:00:00,S1F0EGMT,0,105186536,0,0,10,1.05186536,0.0,0.0,100,Nhava Sheva-Jebel Ali-Dubai,Post-Panamax,Top,10.200181403397398,Dubai,1.8,18,Green,0,0,Unknown,32.5186536,7.0,10.5186536,0.0,15.0,0
2015-03-19 00:00:00,S1F0EGMT,0,121925096,0,0,10,1.21925096,0.0,0.0,100,Kolkata-Haldia-Chennai,ULCV,Top,11.883935855551076,Chennai,1.5,15,Green,8,23,Auto,35.1925096,8.0,12.1925096,0.0,15.0,0
2015-03-20 00:00:00,S1F0EGMT,0,65082728,0,0,10,0.65082728,0.0,0.0,100,Tuticorin-Chennai-Ennore,Panamax,Top,9.762778603604351,Ennore,1.5,15,Green,0,0,Unknown,28.5082728,7.0,6.5082728,0.0,15.0,0
2015-03-21 00:00:00,S1F0EGMT,0,25026016,0,0,10,0.25026016,0.0,0.0,100,New Mangalore-Mumbai-Nhava Sheva,Post-Panamax,Top,8.495013471266136,Nhava Sheva,1.5,15,Green,7,31,Pharma,24.5026016,7.0,2.5026016,0.0,15.0,0
2015-03-22 00:00:00,S1F0EGMT,0,41071024,0,0,10,0.41071024,0.0,0.0,100,Jawaharlal Nehru-Nhava Sheva-Mumbai,Panamax,Bottom,18.918068433246077,Mumbai,1.5,15,Green,0,0,Unknown,25.1071024,6.0,4.1071024000000005,0.0,15.0,0
2015-03-23 00:00:00,S1F0EGMT,0,59648464,0,0,10,0.59648464,0.0,0.0,100,Mumbai-Chennai-Vizag-Colombo,Post-Panamax,Middle,8.080228601561993,Colombo,3.2,28,Orange,12,35,Textiles,32.9648464,12.0,5.9648464,0.0,15.0,0
2015-03-24 00:00:00,S1F0EGMT,0,18372472,0,0,10,0.18372472,0.0,0.0,100,Mundra-Kolkata-Port Klang,Feeder,Top,15.537319716126538,Port Klang,2.8,25,Yellow,9,28,Palm Oil,25.8372472,9.0,1.8372472,0.0,15.0,0
2015-03-25 00:00:00,S1F0EGMT,0,38308520,0,0,10,0.3830852,0.0,0.0,100,Cochin-Kochi-Colombo,Feeder,Middle,19.426803508687836,Colombo,1.5,15,Green,12,35,Textiles,30.830852,12.0,3.830852,0.0,15.0,0
2015-03-26 00:00:00,S1F0EGMT,0,48085784,0,0,10,0.48085784,0.0,0.0,100,Mundra-Kandla-Singapore,ULCV,Middle,9.025782311105733,Singapore,1.5,15,Green,4,18,Transshipment,23.8085784,4.0,4.8085784,0.0,15.0,0
2015-03-27 00:00:00,S1F0EGMT,0,68248504,0,0,10,0.68248504,0.0,0.0,100,Pipavav-Chennai-Vizag,Panamax,Bottom,8.659260659348622,Vizag,1.5,15,Green,18,45,Steel,39.8248504,18.0,6.8248504,0.0,15.0,0
2015-03-28 00:00:00,S1F0EGMT,0,92231920,0,0,10,0.9223192,0.0,0.0,100,Paradip-Visakhapatnam-Chennai,Panamax,Bottom,10.529121502205282,Chennai,1.5,15,Green,8,23,Auto,32.223192,8.0,9.223192,0.0,15.0,0
2015-03-29 00:00:00,S1F0EGMT,0,105376480,0,0,10,1.0537648,0.0,0.0,100,Chennai-Vizag-Kolkata,Post-Panamax,Top,12.333836500431168,Kolkata,1.5,15,Green,15,38,Food,40.537648,15.0,10.537648,0.0,15.0,0
2015-03-30 00:00:00,S1F0EGMT,0,120717296,0,0,10,1.20717296,0.0,0.0,100,Kolkata-Haldia-Chennai,Panamax,Top,9.578255639937904,Chennai,1.5,15,Green,8,23,Auto,35.0717296,8.0,12.0717296,0.0,15.0,0
2015-03-31 00:00:00,S1F0EGMT,0,153670040,0,0,10,1.5367004,0.0,0.0,100,Mumbai-Goa-Kochi,Post-Panamax,Top,10.130705232354758,Kochi,1.5,15,Green,10,24,Spices,40.367004,10.0,15.367004,0.0,15.0,0
2015-04-01 00:00:00,S1F0EGMT,0,169563392,0,0,10,1.69563392,0.0,0.0,100,Mumbai-Chennai-Vizag-Colombo,ULCV,Top,16.453461267663126,Colombo,3.2,28,Orange,12,35,Textiles,43.9563392,12.0,16.9563392,0.0,15.0,0
2015-04-02 00:00:00,S1F0EGMT,0,131024576,0,0,10,1.31024576,0.0,0.0,100,Mumbai-Chennai-Vizag-Colombo,Feeder,Bottom,13.001668539878017,Colombo,3.2,28,Orange,12,35,Textiles,40.1024576,12.0,13.1024576,0.0,15.0,0
2015-04-03 00:00:00,S1F0EGMT,0,151910832,0,0,10,1.51910832,0.0,0.0,100,Mumbai-Kochi-Colombo,Panamax,Top,15.916069347099144,Colombo,1.5,15,Green,12,35,Textiles,42.1910832,12.0,15.1910832,0.0,15.0,0
2015-04-04 00:00:00,S1F0EGMT,0,194697184,0,0,10,1.94697184,0.0,0.0,100,Cochin-Kochi-Colombo,Panamax,Top,7.837111509209708,Colombo,1.5,15,Green,12,35,Textiles,46.469718400000005,12.0,19.4697184,0.0,15.0,0
2015-04-05 00:00:00,S1F0EGMT,0,120358064,0,0,10,1.20358064,0.0,0.0,100,Mundra-Kolkata-Port Klang,ULCV,Bottom,16.23209863593242,Port Klang,2.8,25,Yellow,9,28,Palm Oil,36.0358064,9.0,12.0358064,0.0,15.0,0
2015-04-06 00:00:00,S1F0EGMT,0,116459424,0,0,10,1.16459424,0.0,0.0,100,Kolkata-Haldia-Chennai,Feeder,Top,19.87802771958965,Chennai,1.5,15,Green,8,23,Auto,34.6459424,8.0,11.6459424,0.0,15.0,0
2015-04-07 00:00:00,S1F0EGMT,0,55217416,0,0,10,0.55217416,0.0,0.0,100,Deendayal-Kandla-Mundra,Post-Panamax,Middle,13.353013607586997,Mundra,1.5,15,Green,11,27,Petrochem,31.5217416,11.0,5.5217416,0.0,15.0,0
2015-04-08 00:00:00,S1F0EGMT,0,189005528,0,0,10,1.89005528,0.0,0.0,100,Nhava Sheva-Abu Dhabi-Jebel Ali,Panamax,Bottom,10.352799235823626,Jebel Ali,1.5,15,Green,6,19,Re-export,39.9005528,6.0,18.9005528,0.0,15.0,0
2015-04-09 00:00:00,S1F0EGMT,0,155702376,0,0,10,1.55702376,0.0,0.0,100,Mumbai-Chennai-Vizag-Colombo,ULCV,Top,12.6758088668905,Colombo,3.2,28,Orange,12,35,Textiles,42.5702376,12.0,15.5702376,0.0,15.0,0
2015-04-10 00:00:00,S1F0EGMT,0,148924832,0,0,10,1.48924832,0.0,0.0,100,Jawaharlal Nehru-Nhava Sheva-Mumbai,ULCV,Top,14.75388009440436,Mumbai,1.5,15,Green,0,0,Unknown,35.8924832,6.0,14.8924832,0.0,15.0,0
